cora_acct_id,hostitemid,accountingaccount,axle,axleno,balance,baseinvoiceprice,baseretailprice,bodystyle,brakesys,cabtype,certified,chassis,color,country,custflag,custid,custno,cylinderno,dealerdefined1,dealerdefined2,dealerdefined3,dealerdefined4,dealerdefined5,dealerdefined6,dealerdefined7,dealerdefined8,dealno,deletecode,deletedate,draftamount,engineno,entrydate,fleetno,fronttire,gvw,interiorcolor,inventoryacct,inventorycompany,keyno,lastactivitydate,licenseno,lienholder,lotlocation,make,makename,mileage,model,modelname,modelno,modeltype,namecode,numberofdoors,options,po,previousownername,price1,price2,proddate,productionno,reartire,receiveddate,restraintsys,saleacct,salecompany,salesmanid,salesperson1,salesperson2,solddate,status,stickerprice,stockno,stocktype,totaloptionscost,totaloptionsinvoice,totaloptionsretail,transmissionno,trimlevel,vehid,vin,wheelbase,wholesale,year,rowlastupdated,rowlastupdatedutc,actualcashvalue,advertisedprice,advertisedpriceexpdate,advertisedpriceid,advertisedpricestartdate,billingdate,billoflading,commissionpackamount,commissionpackpercent,commissionprice,daysbeyondplan,dealerprepamount,dealerprephours,enginedescription,expecteddeliverydate,expirationtransitdate,freeinterestamount,freeinterestdays,freeinterestenddate,freeintereststartdate,freightin,freightout,freighttax,fueltype,fulldescription,holdbackamount,interestenddate,intereststartdate,inventorycomment,inventorysourcecode,inventorysourcename,invoicedate,invoicenumber,invoicepackamount,licenseexpirationdate,licensestate,manufacturer,newtires,optiondescriptions,orderdate,ordernumber,orderpriority,ordertype,penaltydue,plantofmanufacture,postaheadflag,previoussaleamount,previousyearsold,primarydriverno,protectedinterestenddate,protectedinterestrate,protectedintereststartdate,protectednetinterest,protectedtotalinterest,protectedtotalinterestenddate,protectedtotalintereststartdat,retailpack,retailpriceupdatedate,rpocode,salecode,servicedeletecode,shippingdate,soldmileage,standardcolor,supplementalstickerdate,totalinsuranceamount,totalnetinterest,usedvehicledata,vehiclelicensefee,vehiclesolddate,vehiclesoldflag,vehiclestyle,vinmakecode,vinmodelcode,vlfclass,stdequip1,unladenweight,makenameupper,join_cora_acct_id,cora_acct_code,de_server_ip_addr,server_ip_addr
"2","5*S2013272","LCF-A",,,"59440.0800","49069.0000","52200.0000",,,,"N",,"M. Black","Germany","1",,,,,,,,,,,,,,,"0.0000",,"2025-12-18 00:00:00.0",,,,"Black","1404","1",,"2025-12-18 00:00:00.0",,,,"AUDI","Audi","27","Q5","Q5","GUBAAY","UT","5",,"0E0E FW 48P ALB NAI PWE QGP QGT RAB WPS",,,"61390.0000","58526.4800",,"S2013272",,,"Side Front",,,,,,,"S","0.0000","S2013272","NEW","0.0000","7422.0000","7895.0000",,,"S2013272","WA12AAGU0S2013272",,"N","2025","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","0.0000","0.0000",,,,,,"0.0000",,"58526.4800",,"0.0000",,,,,"0.0000",,,,"1295.0000","0.0000","0.0000",,,"0.0000",,,,,,,,"740.4800",,,"AUDI",,"MYTHOS BLACK|BLACK INTERIOR|20"" WHEEL PACKAGE W/5-ARM DESIGN|AUDI CARGO BOX|NO ADDED INPORT FEE|BLACK WARM WEATHER PACKAGE|AUDI GUARD PROTECTION KIT|PRIVACY TRUNK COVER|AUDI BEAM-RINGS|PREMIUM PLUS",,,,,"0.0000","SanJoseChiapa,Mexico",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2025-12-18 00:00:00.0",,,"1",,"27",,,"0.0000","0.0000",,"0.0000",,"0",,"AUDI",,,,,"AUDI","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*TD016785A","LCF-A",,,"0.0000","58751.0000","62500.0000","UV",,,"N","AWD","Black","Germany",,,,"6",,,,,,,,,,,,"0.0000",,"2026-01-10 00:00:00.0",,,"6,581",,,,,"2026-01-10 00:00:00.0",,"AUDI FINANCIAL SERVICE",,"AUDI","Audi","30146","Q730T","Q7 3.0T","4MGAX2","UT","5","4",,,,"0.0000","0.0000",,,,"2026-01-10 00:00:00.0","Side Front",,,,,,,"S","0.0000","TD016785A","USED","0.0000","0.0000","0.0000",,"PREMPLS","ND019881","WA1LXBF74ND019881",,"N","2022","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","32500.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.0 Liter TFSI",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000","Bratislava, Slovakia",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2026-01-10 00:00:00.0",,,,,"30146",,,"0.0000","0.0000",,"0.0000",,"0",,,,,"<<< MECHANICAL >>>|3.0L V-6 DOHC GASOLINE DIRECT INJECTION INTERCOOLED TURBO 24 |   FRONT ENGINE WITH VARIABLE VALVE CONTROL, SPARK IGNITION,|   VARIABLE INTAKE LENGTH, LONGITUDINAL ORIENTATION, ALUMINUM|   BLOCK, ALUMINUM HEAD, RECOMMENDED FUEL : PREMIUM UNLEADED|HYBRID ELECTRIC MOTOR|WITH RUN DOWN PROTECTION|8-SPEED ELECTRONIC OVERDRIVE AUTOMATIC TRANSMISSION WITH LOCK-UP|FULL-TIME ALL-WHEEL|PERMANENT LOCKING HUB CONTROL BRAKE ACTUATED LIMITED SLIP|   DIFFERENTIAL, ABS & DRIVELINE TRACTION CONTROL|INDEPENDENT MULTI-LINK WITH ANTI-ROLL|INDEPENDENT MULTI-LINK WITH ANTI-ROLL|ELECTRIC POWER-ASSIST DRIVER SELECTABLE EFFORT RACK AND PINION|   STEERING SPEED-SENSING ASSIST|4-WHEEL DISC REGENERATIVE BRAKES WITH 4-WHEEL ANTI-LOCK BRAKING|   SYSTEM, 4 ABS CHANNELS, FRONT AND REAR VENTED DISCS, ELECTRIC|   PARKING BRAKE|<<< EXTERIOR >>>|1ST AND 2ND ROW EXPRESS OPEN/CLOSE SLIDING AND TILTING GLASS|   SUNROOF WITH POWER SUNSHADE, EXTERIOR OPENING|FRONT BODY-COLORED BUMPER|REAR BODY-COLORED BUMPER WITH METAL-LOOK RUB STRIP/FASCIA ACCENT|METAL-LOOK GRILLE, METAL-LOOK SIDE WINDOW MOLDING, BLACK FRONT|   WINDSHIELD MOLDING, BODY-COLORED DOOR HANDLES|PROJECTOR BEAM LED LOW/HIGH BEAM AUTO ON/OFF HEADLAMPS WITH|   DAYTIME RUNNING LIGHTS, ENCLOSED MULTIPLE HEADLAMPS,|   DELAY-OFF FEATURE, AUTO-LEVELING, AUTO HIGH-BEAM|ADDITIONAL EXTERIOR LIGHTS INCLUDE CORNERING LIGHTS, FRONT FOG|   LIGHTS, CENTER HIGH MOUNTED STOP LIGHT, REAR FOG LIGHT,|   REMOTE ACTIVATED W/PUDDLE LIGHTS PERIMETER/APPROACH LIGHTS,|   LED BRAKELIGHTS|P255/55HR19.0 BSW RUN-FLAT AS FRONT TIRES|P255/55HR19.0 BSW RUN-FLAT AS REAR TIRES|<<< INTERIOR >>>|DUAL AIRBAGS, SEAT MOUNTED DRIVER AND PASSENGER SIDE-IMPACT|   AIRBAGS, CURTAIN 1ST, 2ND AND 3RD ROW OVERHEAD AIRBAG,|   OCCUPANCY SENSOR, REAR SIDE-IMPACT AIRBAG|SEATING CAPACITY OF 7|BUCKET FRONT SEATS WITH DRIVER & PASSENGER HEATED-CUSHION,|   DRIVER & PASSENGER HEATED-SEATBACK|FRONT HEIGHT ADJUSTABLE WITH 7 FRONT AND REAR PRE-TENSIONERS|   SEATBELTS REAR CENTER 3 POINT|2 SEAT BACK STORAGE POCKETS, GLOVEBOX REFRIGERATED/COOLED BOX,|   DRIVER AND PASSENGER DOOR BINS, REAR DOOR BINS|CARGO TIE DOWNS, CARGO LIGHT, CARGO CONCEALED STORAGE, TIRE|   MOBILITY KIT|<<< FUNCTIONAL >>>|DUAL ZONE FRONT AUTOMATIC AIR CONDITIONING REAR HVAC WITH|   SEPARATE CONTROLS, AIR FILTER, UNDERSEAT DUCTS, RESIDUAL HEAT|   RECIRCULATION, HEADLINER/PILLAR DUCTS, WITH CONSOLE DUCTS|REGULAR AM RADIO/FM/HD/SATELLITE WITH SEEK-SCAN, RADIO DATA|   SYSTEM, AUXILIARY AUDIO INPUT, EXTERNAL MEMORY CONTROL,|   SATELLITE RADIO TRIAL DURATION WITH NEW VEHICLE PURCHASE|   (MONTHS): 3|10|WINDOW GRID WITH DIVERSITY|CRUISE CONTROL|3 12V DC POWER OUTLET(S), TRUNK/HATCH AUTO-LATCH, DRIVER FOOT|   REST, RETAINED ACCESSORY POWER, GARAGE DOOR TRANSMITTER,|   ASHTRAY,INTEGRATED EMERGENCY SOS, WIRELESS PHONE|   CONNECTIVITY, INTERNET ACCESS, WIRELESS MIRRORING SMART|   DEVICE INTEGRATION, 2 USB PORTS, INTEGRATED TOLL MODULE,|   BUILT-IN VIRTUAL ASSISTANT|POWER WITH 2 STAGE UNLOCK, WITH REMOTE KEYFOB (ALL DOORS) ENTRY,|   INTEGRATED KEY/REMOTE, AUTO LOCKING, PROXIMITY KEY, VALET|   FUNCTION|POWER CHILD SAFETY REAR DOOR LOCKS, TAILGATE/REAR DOOR LOCK|   INCLUDED WITH POWER DOOR LOCKS|TACHOMETER, ENGINE/MOTOR TEMPERATURE GAUGE|WARNING INDICATORS INCLUDE OIL PRESSURE, ENGINE TEMPERATURE,|   BATTERY, LOW OIL LEVEL, LOW COOLANT, LIGHTS ON CHIME, KEY|   CHIME, LOW FUEL, LOW WASHER FLUID, LIGHTING MALFUNCTION, DOOR|   AJAR, REAR CARGO AJAR, SERVICE INTERVAL, BRAKE FLUID, TIRE|   SPECIFIC LOW TIRE PRESSURE, BRAKE PAD WEAR|IMMOBILIZER, PANIC ALARM, TRACKER SYSTEM, SECURITY SYSTEM,|   RESTRICTED DRIVING MODE|POWER FRONT WINDOWS|POWER 2ND ROW ACTIVATION, FIXED 3RD ROW ACTIVATION|VARIABLE INTERMITTENT FRONT WINDSHIELD WIPERS WITH HEATED JETS,|   RAIN DETECTING WIPERS|",,"AUDI","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*2P041","LCF-A",,,"47951.1100","0.0000","0.0000","MP",,,"N","AWD",,"United Kingdom",,,,"6",,,,,,,,,,,,"0.0000","3.0_Liter","2025-12-17 00:00:00.0",,,"Class F: 7,001-8,000",,"13680","2",,"2025-12-17 00:00:00.0",,,,"LANDR","Land Rover","26368","DISC","Discovery Se",,"MP","5","4",,,,"0.0000","44500.0000",,"2P041",,,"Manual Bel",,,,,,,"S","0.0000","2P041","USED","0.0000","0.0000","0.0000","8 Speed Automatic","METROED","P2476110","SALRW4EU6P2476110",,"N","2023","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","0.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.0 Liter",,,"0.0000",,,,"0.0000","0.0000","0.0000","GAS",,"0.0000",,,,,,,,"0.0000",,,"LAND",,,,,,,"0.0000","Nitra, Slovakia",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2025-12-17 00:00:00.0",,,"24",,"26368",,,"0.0000","0.0000",,"0.0000",,"0",,"LAND","DISCL",,,,"LAND ROVER","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*S2115523A","LCF-A",,,"0.0000","0.0000","0.0000","MP",,,"N","AWD","Black","United Kingdom",,,,"4",,,,,,,,,,,,"0.0000","2.0_Liter","2026-01-08 00:00:00.0",,,"5,001 - 6,000 lbs",,,,,"2026-01-08 00:00:00.0",,"SECU",,"LANDR","Land Rover","60233","DISC","Discovery Se",,"MP","5","4",,,,"0.0000","0.0000",,,,"2026-01-08 00:00:00.0",,,,"7*25149","25149",,,"S","0.0000","S2115523A","USED","0.0000","0.0000","0.0000",,"SERDYNAM","LH842158","SALCL2FX9LH842158",,"N","2020","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","15000.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"2.0 Liter",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000","Halewood, UK",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2026-01-08 00:00:00.0",,,"999",,"60229",,,"0.0000","0.0000",,"0.0000",,"0",,,,,,,"LAND ROVER","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*TA351714","LCF-A",,,"94372.8000","0.0000","0.0000",,,,"N",,"White","United Kingdom",,,,"6",,,,,,,,,,,,"0.0000","3.0_Liter","2026-01-06 00:00:00.0",,,,,"13020","2",,"2026-01-06 00:00:00.0",,,,"LANDR","Land Rover","15","RR","Range Rover",,"MP","5",,,,,"134935.0000","130153.2000",,"TA35714",,,,,,,,,,"S","0.0000","TA351714","NEW","0.0000","0.0000","0.0000",,,"TA351714","SALKP9FU2TA351714",,"N","2026","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","0.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.0 Liter",,,"0.0000",,,,"0.0000","0.0000","0.0000","HYBR",,"0.0000",,,,,,,,"0.0000",,,"LAND",,,,,,,"0.0000","Solihull, UK",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2026-01-06 00:00:00.0",,,"24",,"15",,,"0.0000","0.0000",,"0.0000",,"0",,"LAND",,,,,"LAND ROVER","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*TN024240","LCF-A",,,"70130.1300","60255.0000","64100.0000",,,,"N",,"M. Black","Germany",,,,,,,,,,,,,,,,"0.0000",,"2025-12-05 00:00:00.0",,,,"Black","1404","1",,"2025-12-05 00:00:00.0",,,,"AUDI","Audi","10","A630QT","A6 30 Quattro","FN2A5Y","C","5",,"0E0E FW ASN RAB WPS XBO",,,"72520.0000","69100.1300",,"TN024240",,,"Side Front",,,,,,,"S","0.0000","TN024240","NEW","0.0000","6699.0000","7125.0000",,,"TN024240","WAU55CFN6TN024240",,"N","2026","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","0.0000","0.0000",,,,,,"0.0000",,"69100.1300",,"0.0000",,,,,"0.0000",,,,"1295.0000","0.0000","0.0000",,,"0.0000",,,,,,,,"851.1300",,,"AUDI",,"MYTHOS BLACK METALLIC|BLACK INTERIOR|AUDI GUARD PROTECTION KIT|AUDI BEAM-RINGS|PREMIUM PLUS PACKAGE|S LINE BLACK OPTIC PACKAGE",,,,,"0.0000","Neckarsulm, German",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2025-12-05 00:00:00.0",,,"999",,"10",,,"0.0000","0.0000",,"0.0000",,"0",,"AUDI",,,,,"AUDI","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*S2114511A","LCF-A",,,"10281.8900","36550.0000","39300.0000","MP",,,"N",,"Gray","Germany","1","4*36814","36814","4",,,,,,,,,"31542",,,"0.0000","2.0_Liter_Turbo_F.I.","2025-12-31 00:00:00.0",,,,,"1418","1",,"2026-01-01 00:00:00.0",,"ALLY",,"AUDI","Audi","98176","Q5","Q5","8RB52A","UT","5","4",,,,"0.0000","0.0000",,,,"2025-12-31 00:00:00.0","Driver & P",,,"7*26624","26624",,"2026-01-09 00:00:00.0","G","0.0000","S2114511A","USED","0.0000","0.0000","0.0000",,,"FA127353","WA1LFAFP4FA127353",,"N","2015","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","5000.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"2.0 Liter Turbo",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000","Ingolstadt, Germany",,"0.0000",,"4*36814",,,,"0.0000","0.0000",,,"0.0000","2025-12-31 00:00:00.0",,,"999",,"98176",,,"0.0000","0.0000",,"0.0000","2026-01-09 00:00:00.0","S",,,,,"<<< MECHANICAL >>>|2.0L I-4 DOHC GASOLINE DIRECT INJECTION INTERCOOLED TURBO 16|   VALVE FRONT ENGINE WITH VARIABLE VALVE CONTROL, ELECTRONIC|   IGNITION, LONGITUDINAL ORIENTATION, IRON BLOCK, ALUMINUM|   HEAD, RECOMMENDED FUEL : PREMIUM UNLEADED|150 AMP|80 AMP HOURS (AH) WITH RUN DOWN PROTECTION|8-SPEED ELECTRONIC OVERDRIVE AUTOMATIC TRANSMISSION WITH LOCK-UP|FULL-TIME ALL-WHEEL DRIVE|PERMANENT LOCKING HUB CONTROL BRAKE ACTUATED LIMITED SLIP|   DIFFERENTIAL, ABS & DRIVELINE TRACTION CONTROL|INDEPENDENT MULTI-LINK WITH ANTI-ROLL BAR|INDEPENDENT MULTI-LINK WITH ANTI-ROLL BAR|ELECTRIC POWER-ASSIST RACK AND PINION STEERING SPEED-SENSING|   ASSIST|4-WHEEL DISC BRAKES WITH 4-WHEEL ANTI-LOCK BRAKING SYSTEM, 4 ABS|   CHANNELS, FRONT VENTED DISCS, ELECTRIC PARKING BRAKE|<<< EXTERIOR >>>|FRONT BODY-COLORED BUMPER|REAR BODY-COLORED BUMPER|CHROME GRILLE, CHROME SIDE WINDOW MOLDING, BLACK FRONT|   WINDSHIELD MOLDING, BODY-COLORED DOOR HANDLES|PROJECTOR BEAM HIGH INTENSITY LOW/HIGH BEAM PROGRAMMABLE|   HEADLAMPS WITH DAYTIME RUNNING LIGHTS, DELAY-OFF FEATURE,|   AUTO-LEVELING|ADDITIONAL EXTERIOR LIGHTS INCLUDE FRONT FOG LIGHTS, CENTER HIGH|   MOUNTED STOP LIGHT, REAR FOG LIGHT, REMOTE ACTIVATED|   PERIMETER/APPROACH LIGHTS, LED BRAKELIGHTS|P235/60HR18.0 BSW AS FRONT TIRES|P235/60HR18.0 BSW AS REAR TIRES|<<< INTERIOR >>>|DUAL AIRBAGS, SEAT MOUNTED DRIVER AND PASSENGER SIDE-IMPACT|   AIRBAGS, CURTAIN 1ST AND 2ND ROW OVERHEAD AIRBAGS, OCCUPANCY|   SENSOR|SEATING CAPACITY OF 5|BUCKET FRONT SEATS|FRONT HEIGHT ADJUSTABLE WITH 5 FRONT AND REAR PRE-TENSIONERS|   SEATBELTS REAR CENTER 3 POINT|2 SEAT BACK STORAGE POCKETS, GLOVEBOX REFRIGERATED/COOLED BOX,|   DRIVER AND PASSENGER DOOR BINS, REAR DOOR BINS, AUDIO MEDIA|   STORAGE|RIGID CARGO COVER, CARGO TIE DOWNS, CARGO LIGHT, CARGO CONCEALED|   STORAGE, TIRE MOBILITY KIT|<<< FUNCTIONAL >>>|DUAL ZONE FRONT AUTOMATIC AIR CONDITIONING REAR HVAC WITH|   SEPARATE CONTROLS, AIR FILTER, UNDERSEAT DUCTS, WITH CONSOLE|   DUCTS|REGULAR AM/FM/SATELLITE WITH SEEK-SCAN, MOUNTED IN-DASH SINGLE|   CD PLAYER, RADIO DATA SYSTEM, MP3 DECODER, EXTERNAL MEMORY|   CONTROL|10|WINDOW GRID WITH DIVERSITY|CRUISE CONTROL|POWER WITH 2 STAGE UNLOCK, WITH REMOTE KEYFOB (ALL DOORS) ENTRY,|   INTEGRATED KEY/REMOTE, AUTO LOCKING, VALET FUNCTION|MANUAL CHILD SAFETY REAR DOOR LOCKS, LOCKING FUEL FLAP INCLUDED|   WITH POWER DOORS, TAILGATE/REAR DOOR LOCK INCLUDED WITH POWER|   DOOR LOCKS|TACHOMETER, ENGINE TEMPERATURE GAUGE, OIL LEVEL GAUGE|WARNING INDICATORS INCLUDE OIL PRESSURE, ENGINE TEMPERATURE,|   BATTERY, LOW OIL LEVEL, LOW COOLANT, LIGHTS ON CHIME, KEY|   CHIME, LOW FUEL, LOW WASHER FLUID, LIGHTING MALFUNCTION, DOOR|   AJAR, TRUNK/LIFTGATE AJAR, SERVICE INTERVAL, BRAKE FLUID, LOW|   TIRE PRESSURE, BRAKE PAD WEAR|IMMOBILIZER, PANIC ALARM, SECURITY SYSTEM|POWER FRONT WINDOWS|POWER 2ND ROW ACTIVATION, FIXED 3RD ROW ACTIVATION|VARIABLE INTERMITTENT FRONT WINDSHIELD WIPERS WITH HEATED JETS,|   RAIN DETECTING WIPERS, SPEED SENSITIVE WIPERS|",,"AUDI","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*T2484229A","LCF-A",,,"21600.0000","0.0000","0.0000","UT","Hydraulic",,"N","4WD","Diamond Black Crysta","United States of America",,,,"6",,,,,,,,,,,,"0.0000",,"2026-01-02 00:00:00.0",,,"6,001 - 7,000 lbs",,"13690","2",,"2026-01-02 00:00:00.0",,"FIRST CITIZENS",,"JEEP","Jeep","49054","GRANC","Grand Cherokee",,"MP","5","4",,,,"0.0000","0.0000",,,,"2026-01-02 00:00:00.0","Active Bel",,,,,,,"S","0.0000","T2484229A","USED","0.0000","0.0000","0.0000",,"LIMI","M8107210","1C4RJKBG5M8107210",,"N","2021","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","21000.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.6 Liter",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000","Detroit, MI",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2026-01-02 00:00:00.0",,,,,"48975",,,"0.0000","0.0000",,"0.0000",,"0",,,,,,,"JEEP","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*1VA075","LCF-A",,,"27524.0000","0.0000","0.0000","VN","Hydraulic",,"N","RWD SRW","Black","United States of America",,,,"6",,,,,,,,,,,,"0.0000","3.5_Liter_Cyclone","2026-01-02 00:00:00.0",,,,,"1420","1",,"2026-01-05 00:00:00.0",,,,"FORD","Ford","75666","TRANS","Transit Connect","X2Y","B","5",,,,,"0.0000","26924.0000",,"1VA075",,,"Manual Bel",,,,,,,"S","0.0000","1VA075","USED","0.0000","0.0000","0.0000",,"T350","NKA83599","1FBAX2Y88NKA83599","148","N","2022","2026-01-07 03:15:18.859749","2026-01-07 08:15:18.859749","0.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.5 Liter  Cycl",,,"0.0000",,,,"0.0000","0.0000","0.0000","GAS",,"0.0000",,,,,,,,"0.0000",,,"FORD",,,,,,,"0.0000","Kansas City, Claycom",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2026-01-05 00:00:00.0",,,,,"75666",,,"0.0000","0.0000",,"0.0000",,"0",,"FORD","TRANST",,,,"FORD","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*L20054A","LCF-A",,,"0.0000","0.0000","0.0000","MP",,,"N",,"C._Gray","United Kingdom","1","4*9177014505","9177014505",,,,,,,,,,"22164","DEL",,"0.0000",,"2019-10-11 00:00:00.0",,,"6,001 - 7,000 lbs.",,"13670","2",,"2019-10-11 00:00:00.0",,,,"LANDR","Land Rover","37462","RRSPSC","Rr Sport Sc",,"MP","5","4",,,,"63343.0000","0.0000",,,,,,"74260","2","7*11","11",,"2020-01-17 00:00:00.0","G","0.0000","L20054A","USED","0.0000","0.0000","0.0000",,,"HA147632","SALWR2FE6HA147632",,"N","2017","2026-01-07 03:15:18.859749","2026-01-07 08:15:18.859749","58000.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"5.0 Liter S/C U",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000","Solihull, England",,"0.0000",,"4*9177014505",,,,"0.0000","0.0000",,,"0.0000","2019-10-11 00:00:00.0",,,"24",,"25855",,,"0.0000","0.0000",,"0.0000","2020-01-17 00:00:00.0","S",,,,,,,"LAND ROVER","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*SN066039","LCF-A",,,"53540.6500","46719.0000","49700.0000",,,,"N",,"F. Silver","Germany",,,,,,,,,,,,,,,,"0.0000",,"2025-11-28 00:00:00.0",,,,"Black","1404","1",,"2025-11-28 00:00:00.0",,,,"AUDI","Audi","20","A520QT","A5 2.0T Quattro","FU2ABY","C","5",,"L5L5 FW CRC GXP NAI RAB WPS",,,"55025.0000","52510.6500",,"SN066039",,,"Side Front",,,,,,,"S","0.0000","SN066039","NEW","0.0000","3788.0000","4030.0000",,,"SN066039","WAU2BCFU1SN066039",,"N","2025","2026-01-11 03:11:52.385476","2026-01-11 08:11:52.385476","0.0000","0.0000",,,,,,"0.0000",,"52510.6500",,"0.0000",,,,,"0.0000",,,,"1295.0000","0.0000","0.0000",,,"0.0000",,,,,,,,"708.6500",,,"AUDI",,"FLORETT SILVER METALLIC|BLACK INTERIOR|HTD STEERING WHEEL & TOP VIEW CAMERA SYSTEM CREDIT|AUDI GUARD PROTECTION KIT|NO ADDED IMPORT FEE|AUDI BEAM-RINGS|PREMIUM PLUS",,,,,"0.0000","Neckarsulm, German",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2025-11-28 00:00:00.0",,,"999",,"20",,,"0.0000","0.0000",,"0.0000",,"0",,"AUDI",,,,,"AUDI","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*T2499298A","LCF-A",,,"26600.0000","0.0000","0.0000","WG",,,"N","4WD","Moonbeam Beige Metal","Canada",,,,"6",,,,,,,,,,,,"0.0000","3.5_Liter","2026-01-02 00:00:00.0",,,,,"13690","2",,"2026-01-02 00:00:00.0",,,,"LEXU","Lexus","42850","RX350","Rx350","9424",,"5",,,,,"0.0000","0.0000",,,,"2026-01-02 00:00:00.0",,,,"7*37","37",,,"S","0.0000","T2499298A","USED","0.0000","0.0000","0.0000",,,"LC256856","2T2HZMDA9LC256856",,"N","2020","2026-01-07 03:15:18.859749","2026-01-07 08:15:18.859749","26000.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.5 Liter",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000",,,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2026-01-02 00:00:00.0",,,"24",,"42850",,,"0.0000","0.0000",,"0.0000",,"0",,,,,,,"LEXUS","2","LCF-A","127.0.0.1","207.187.65.211"
"2","5*2VA048A","LCF-A",,,"20286.5000","0.0000","0.0000","WG",,,"N","2WD","White","United States",,,,"6",,,,,,,,,,,,"0.0000","3.5_Liter","2025-12-23 00:00:00.0",,,"5,830 lbs.",,"13690","2",,"2025-12-23 00:00:00.0",,,,"TOYO","Toyota","76824","HIGHLN","Highlander",,"MP","5","4",,,,"0.0000","0.0000",,,,"2025-12-23 00:00:00.0",,,,"7*11","11",,,"S","0.0000","2VA048A","USED","0.0000","0.0000","0.0000",,,"MS050361","5TDZZRAH4MS050361",,"N","2021","2026-01-07 03:15:18.859749","2026-01-07 08:15:18.859749","18800.0000","0.0000",,,,,,"0.0000",,"0.0000",,"0.0000",,"3.5 Liter",,,"0.0000",,,,"0.0000","0.0000","0.0000",,,"0.0000",,,,"TRADE-IN-USED",,,,"0.0000",,,,,,,,,,"0.0000","Princeton, Indiana",,"0.0000",,,,,,"0.0000","0.0000",,,"0.0000","2025-12-23 00:00:00.0",,,"24",,"76824",,,"0.0000","0.0000",,"0.0000",,"0",,,,,,"4120","TOYOTA","2","LCF-A","127.0.0.1","207.187.65.211"
